PTNUM,DyadID,mth,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,ECR10,ECR11,ECR12,ECR13,ECR14,ECR15,ECR16,ECR17,ECR18,ECR19,ECR20,ECR21,ECR22,ECR23,ECR24,ECR25,ECR26,ECR27,ECR28,ECR29,ECR30,ECR31,ECR32,ECR33,ECR34,ECR35,ECR36,UsrID
8115,1,6,3,5,6,3,5,4,3,3,3,2,6,4,2,2,5,2,5,2,5,2,2,5,2,2,6,2,5,2,6,2,5,2,5,2,5,2,81151
8115,1,9,2,6,6,2,6,2,2,2,2,2,6,4,2,2,5,3,5,2,6,2,2,6,2,2,6,2,6,2,7,2,6,2,6,2,6,2,81151
8115,1,12,5,3,5,2,5,4,3,4,2,5,5,2,2,4,5,2,4,3,5,2,2,6,2,2,6,2,2,4,5,2,5,2,2,2,5,5,81151
8116,0,0,1,4,5,4,7,4,4,1,4,4,5,3,2,4,3,1,3,1,5,4,2,6,2,2,4,1,5,1,5,1,5,1,5,1,6,1,81160
8116,0,3,2,6,6,1,5,4,3,4,4,4,5,4,2,2,6,3,6,1,5,5,3,7,2,3,5,2,5,1,7,1,5,1,7,1,6,1,81160
8116,0,6,2,5,6,2,6,2,4,2,2,4,6,4,4,2,6,3,5,2,5,3,3,6,2,2,4,4,5,1,6,2,5,1,6,2,6,2,81160
8116,0,9,2,5,6,2,5,2,3,1,4,4,4,4,1,1,5,4,6,1,5,4,3,6,3,3,4,3,5,2,6,1,5,1,5,2,6,1,81160
8116,0,12,3,6,6,2,6,2,3,1,4,4,4,4,1,1,6,1,6,1,6,2,1,7,3,1,4,2,5,1,6,1,5,1,7,1,6,1,81160
8116,1,0,3,1,4,2,5,3,5,1,3,2,6,2,3,2,5,1,5,2,5,1,2,7,5,1,2,1,4,5,5,1,4,1,4,2,3,7,81161
8116,1,3,2,2,5,3,6,2,4,2,3,3,3,3,2,3,5,2,4,2,5,2,3,7,2,5,5,2,6,4,5,2,4,7,5,5,4,7,81161
8116,1,6,2,7,6,1,6,2,2,1,2,2,1,2,2,1,6,2,6,2,5,2,2,2,1,2,6,2,7,5,5,1,6,1,6,1,4,7,81161
8116,1,9,2,6,6,4,3,5,2,2,2,1,1,6,2,5,2,1,5,6,4,2,1,6,2,6,2,4,2,6,3,1,4,5,1,1,2,7,81161
8116,1,12,6,6,6,3,6,2,5,4,4,4,6,4,2,5,6,2,6,5,6,3,2,6,2,2,4,2,5,5,5,2,5,2,6,6,5,6,81161
8117,0,0,3,6,7,4,7,5,2,2,2,3,6,3,2,3,5,4,6,2,7,2,3,6,1,2,5,3,5,3,6,2,6,1,6,2,7,5,81170
8117,0,3,2,7,7,2,7,2,1,3,4,3,6,5,2,2,5,2,6,2,6,2,2,6,2,1,3,2,5,1,6,1,6,1,7,1,7,4,81170
8117,0,6,2,6,6,3,7,2,2,1,2,3,6,1,1,2,6,2,7,1,7,3,2,7,1,2,5,2,5,1,6,1,6,1,6,2,6,3,81170
8117,0,9,2,6,7,3,7,3,2,1,3,4,6,1,1,2,6,3,6,2,6,2,2,6,1,2,5,2,5,2,6,1,6,1,6,2,6,2,81170
8117,0,12,2,6,7,2,6,5,2,2,2,3,7,2,1,3,6,2,6,1,6,5,3,7,2,1,6,2,6,1,7,2,6,1,6,2,6,5,81170
8117,1,0,3,3,5,3,6,5,3,4,2,4,5,2,3,4,5,5,4,3,5,5,3,4,3,2,4,4,5,3,5,3,5,2,5,2,5,2,81171
8117,1,3,3,2,5,4,5,4,3,4,4,5,3,3,3,4,5,5,4,4,4,5,5,4,4,2,5,4,5,3,3,4,5,2,5,4,5,6,81171
8117,1,6,3,3,5,3,6,3,3,3,3,4,4,3,3,4,5,4,4,4,3,4,4,4,3,2,4,4,4,3,4,4,5,2,4,4,4,4,81171
8117,1,9,3,6,6,4,6,4,3,4,3,4,4,3,3,3,5,5,4,2,5,4,3,4,3,1,5,4,5,2,5,3,5,2,6,3,5,4,81171
8117,1,12,6,6,6,3,6,4,3,2,4,5,3,3,3,2,5,5,5,2,5,5,3,4,3,1,5,4,5,2,5,2,6,1,6,2,5,5,81171
8118,0,0,1,6,7,3,7,1,1,2,1,1,7,1,1,2,6,1,7,1,7,1,6,2,1,2,6,1,6,1,7,1,6,1,6,2,7,4,81180
8118,0,3,2,7,7,5,7,5,2,5,2,1,7,1,1,1,6,1,7,1,7,3,2,6,2,1,6,1,6,1,7,1,6,1,7,1,7,1,81180
8118,1,0,1,1,7,6,6,5,1,6,2,5,5,5,1,7,7,7,3,3,6,5,5,1,1,3,7,6,6,3,4,4,6,3,5,4,6,7,81181
8118,1,3,1,2,7,7,6,7,1,6,2,3,6,5,1,7,6,5,2,5,7,6,4,1,1,5,6,5,6,4,3,4,5,5,6,4,5,7,81181
8118,1,9,1,1,7,6,5,7,1,7,1,6,6,7,1,7,6,6,2,7,7,7,5,1,1,5,5,7,5,6,5,4,4,6,2,5,4,7,81181
8118,1,12,2,1,6,7,5,7,1,7,3,7,5,7,1,7,4,5,4,7,6,7,6,1,1,6,3,6,3,6,3,5,2,6,4,7,3,7,81181
8119,0,0,3,5,5,4,6,3,2,5,4,3,6,6,3,5,6,3,2,5,5,4,5,6,3,4,5,4,5,5,3,3,5,3,5,3,4,5,81190
8120,0,0,6,3,5,5,5,6,5,6,6,6,3,4,4,5,5,4,6,5,5,5,4,3,2,5,6,3,6,6,6,5,6,5,6,7,5,6,81200
8120,0,6,6,3,4,5,5,6,5,5,5,5,4,5,5,5,4,2,5,5,5,4,4,4,3,4,6,4,5,5,5,4,6,4,5,5,5,6,81200
8120,0,9,5,5,6,5,5,5,5,5,5,4,3,3,4,5,5,5,6,5,4,5,4,3,3,5,5,3,5,3,5,4,6,6,6,6,5,5,81200
8120,0,12,3,6,6,6,6,6,5,6,6,4,5,4,4,4,5,3,5,5,6,5,5,4,5,5,6,4,6,4,5,5,6,5,5,5,5,5,81200
8120,1,0,5,6,4,3,5,4,3,4,5,4,2,6,3,2,3,1,4,3,2,4,4,5,4,1,5,2,3,4,5,2,4,2,4,2,2,4,81201
8120,1,3,5,1,3,2,6,1,2,2,2,4,4,6,2,2,5,1,3,2,2,2,5,7,5,1,2,3,5,2,4,1,5,4,5,5,1,5,81201
8120,1,6,6,2,5,3,4,4,3,4,5,4,2,7,2,2,5,1,5,5,4,3,3,6,4,1,3,2,5,3,5,1,5,5,6,2,3,6,81201
8120,1,9,5,7,6,3,7,4,2,5,5,4,2,5,1,1,3,1,6,2,3,4,1,6,2,1,2,6,5,3,6,4,6,2,7,1,2,7,81201
8120,1,12,5,6,4,3,6,4,2,3,5,4,6,7,3,3,5,1,5,5,3,4,4,4,2,1,5,5,5,4,5,4,6,5,5,2,3,6,81201
8121,0,0,2,3,6,4,7,4,1,4,2,4,6,5,2,4,6,5,5,2,5,6,5,3,1,3,6,6,6,3,5,4,6,3,6,5,5,6,81210
8121,0,3,2,3,6,4,7,5,1,5,3,5,5,5,2,5,6,6,4,5,6,6,4,3,1,2,4,5,5,3,4,5,5,5,5,6,4,6,81210
8121,0,6,2,4,6,4,7,5,1,5,3,5,6,5,2,5,5,6,5,5,6,5,3,3,1,3,5,5,5,5,5,3,5,5,4,6,3,5,81210
8121,0,9,3,2,6,5,6,4,1,4,2,4,6,5,2,5,4,6,3,4,4,5,4,3,2,5,4,5,5,4,3,4,5,3,5,5,3,5,81210
8121,0,12,2,2,6,3,7,2,1,4,2,4,6,5,2,2,6,6,4,3,5,5,3,5,1,3,6,5,5,2,5,3,6,4,5,5,3,5,81210
8121,1,0,6,2,5,2,6,4,2,4,5,2,5,2,3,3,4,1,5,4,5,3,4,3,1,2,5,2,6,2,5,1,6,1,6,5,6,2,81211
8121,1,3,3,3,6,4,5,3,2,4,3,3,3,3,2,3,5,2,5,3,5,3,3,3,3,3,6,2,6,4,6,2,6,2,6,2,6,4,81211
8121,1,6,4,4,6,4,5,4,3,3,5,2,3,3,2,5,5,2,5,5,3,5,5,3,2,2,6,2,6,NA,5,NA,6,2,6,5,4,6,81211
8121,1,9,2,2,5,2,5,3,2,3,3,2,5,2,2,3,5,2,5,2,5,2,5,2,2,3,5,2,5,2,4,2,5,2,5,3,5,5,81211
8121,1,12,4,4,4,5,5,4,4,4,4,4,4,3,3,5,3,3,3,3,3,4,5,4,4,2,3,2,4,4,3,3,4,2,3,4,4,4,81211
8122,0,0,1,6,5,4,7,7,1,1,2,1,7,1,1,2,7,4,4,1,7,5,3,3,1,2,7,1,7,1,4,5,7,1,7,4,7,1,81220
8122,0,3,1,7,7,1,7,5,1,1,1,1,7,1,1,1,7,3,7,1,7,4,1,6,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81220
8122,1,0,5,4,7,4,7,5,1,3,3,4,6,1,2,3,4,2,3,1,7,4,5,3,2,1,7,3,4,1,4,3,6,1,7,4,7,4,81221
8122,1,3,1,7,7,2,7,2,2,1,1,4,7,1,1,1,7,1,5,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81221
8123,1,0,1,7,7,2,7,4,1,1,1,1,7,2,1,1,7,2,7,1,7,4,1,1,1,1,7,2,7,1,7,1,7,1,7,1,7,7,81231
8124,0,0,5,5,5,3,7,5,2,2,3,3,7,3,3,3,6,3,5,3,6,3,3,3,3,3,6,2,7,2,6,3,7,2,7,2,6,3,81240
8124,0,3,1,2,6,2,7,2,1,2,2,2,2,2,2,2,7,2,5,1,6,2,2,2,2,2,6,2,6,2,6,2,6,2,6,2,6,2,81240
8124,0,6,2,1,5,2,6,2,6,2,2,1,6,2,2,2,6,2,5,2,6,2,2,2,2,2,6,2,6,2,6,2,6,6,6,2,6,2,81240
8124,0,9,1,6,6,3,6,2,2,2,2,2,2,2,2,2,6,2,6,2,6,2,2,6,2,2,6,2,6,2,6,2,6,2,6,2,6,3,81240
8124,0,12,3,3,5,3,7,3,5,3,3,3,3,3,2,2,6,2,5,3,6,5,4,2,2,3,7,3,7,3,6,3,7,3,7,3,6,5,81240
8124,1,0,1,6,7,4,6,2,1,2,1,1,7,6,1,2,7,1,6,1,7,2,1,7,1,2,7,1,7,1,7,3,7,1,7,1,7,1,81241
8124,1,3,1,6,7,2,5,2,1,2,1,1,7,5,1,1,7,1,7,1,6,1,2,7,1,1,7,1,7,1,6,1,7,1,7,1,6,4,81241
8124,1,6,1,6,7,2,5,2,2,1,1,1,7,6,1,1,7,1,6,1,7,1,2,7,1,1,7,1,6,1,6,2,7,1,7,1,6,1,81241
8124,1,9,1,6,6,1,6,1,1,1,1,1,6,5,1,1,7,1,5,1,6,1,5,7,1,1,7,1,7,1,6,2,7,1,7,1,6,1,81241
8124,1,12,1,6,7,2,6,2,1,1,1,1,7,5,1,1,7,1,6,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,6,1,81241
8125,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,7,1,7,1,1,1,7,1,7,1,7,1,81250
8125,1,0,4,6,4,4,3,7,4,4,4,5,5,5,4,4,1,1,2,4,4,5,5,7,4,4,5,3,3,NA,3,1,4,1,5,1,4,1,81251
8126,0,0,5,6,7,1,7,5,1,3,5,1,1,4,1,2,6,1,5,1,7,5,5,7,1,1,6,1,6,1,6,2,6,1,7,1,6,1,81260
8126,0,3,1,7,7,1,7,4,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81260
8126,0,6,1,1,7,1,7,1,1,1,1,1,1,5,1,1,1,1,7,7,7,1,1,1,1,1,7,1,7,1,7,1,7,4,7,1,7,1,81260
8126,0,9,1,1,7,3,7,1,1,1,1,1,1,1,1,1,7,1,5,1,7,1,1,1,1,1,7,1,7,1,6,1,7,4,6,1,7,1,81260
8126,0,12,1,7,7,4,7,7,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,NA,1,7,1,6,1,81260
8126,1,0,2,6,7,2,6,2,2,1,1,4,7,1,1,1,7,1,6,1,7,1,5,7,1,1,6,1,7,1,5,1,6,1,7,2,5,1,81261
8126,1,3,2,6,7,5,5,2,2,2,2,4,6,2,1,1,6,1,5,1,7,2,3,7,2,1,6,1,6,1,NA,1,5,1,6,1,6,1,81261
8126,1,6,1,7,7,1,7,1,2,1,1,1,7,1,1,1,6,1,6,1,7,1,1,7,1,1,5,1,6,1,6,1,6,1,6,1,6,1,81261
8126,1,9,1,6,6,1,6,2,2,1,1,4,6,1,1,1,6,1,5,1,1,1,4,7,1,1,6,1,6,1,5,1,6,1,7,1,6,1,81261
8126,1,12,2,6,6,2,6,2,5,2,2,4,6,1,1,1,5,1,5,2,5,2,4,6,2,2,6,1,6,2,5,1,5,1,5,1,5,2,81261
8127,0,0,6,4,4,4,5,4,6,6,6,1,4,4,2,2,3,2,4,NA,4,4,4,2,5,6,4,4,6,2,5,1,5,1,4,5,7,6,81270
8127,0,3,6,4,5,4,2,2,6,2,6,4,5,4,5,1,5,4,5,2,2,4,2,7,5,5,5,4,4,5,4,4,5,5,6,5,5,6,81270
8127,1,0,1,3,7,5,7,2,1,2,2,2,6,2,2,2,6,1,6,1,6,1,2,2,2,2,7,7,6,2,6,1,6,1,7,2,4,4,81271
8127,1,3,1,7,7,1,7,5,2,4,2,5,2,6,2,4,7,5,6,1,6,4,1,4,1,1,7,2,6,1,7,1,6,2,7,2,5,4,81271
8127,1,6,1,2,7,1,7,2,1,2,2,4,6,5,1,2,6,4,6,1,6,1,1,6,2,2,6,2,6,2,6,2,6,6,6,1,6,4,81271
8128,0,0,1,4,7,2,7,5,1,2,1,4,7,1,1,2,6,4,4,1,7,4,3,7,1,5,6,3,6,1,5,2,6,1,7,1,6,1,81280
8128,0,3,1,7,6,1,7,1,1,1,1,1,7,1,1,1,7,1,6,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81280
8128,0,6,1,7,6,1,7,1,1,1,1,1,7,1,1,1,7,2,6,1,7,1,1,7,1,1,7,1,7,1,6,1,7,1,7,1,7,1,81280
8128,0,9,1,7,5,4,7,1,3,2,3,4,1,1,1,1,7,2,4,1,7,4,3,6,4,1,7,1,7,1,4,2,7,1,7,2,7,1,81280
8128,0,12,1,7,6,2,7,2,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,4,7,1,7,1,7,1,81280
8128,1,0,3,6,6,5,6,5,3,5,3,4,5,2,2,2,6,6,3,1,6,5,6,3,2,2,6,3,6,2,3,2,6,1,7,5,6,6,81281
8128,1,3,6,3,6,5,6,5,2,3,6,4,6,2,2,3,6,3,5,1,6,3,2,6,2,2,7,3,6,1,5,2,6,2,6,5,6,5,81281
8128,1,6,1,6,6,5,7,4,2,2,2,4,6,2,2,2,6,3,5,2,6,3,2,6,2,2,7,2,7,2,6,2,6,1,7,3,6,5,81281
8128,1,9,2,5,6,5,7,2,2,3,2,3,6,2,2,3,6,3,3,2,6,2,5,3,2,2,7,2,6,1,3,2,6,1,6,2,6,5,81281
8128,1,12,2,6,6,3,6,5,2,2,2,3,5,1,2,2,6,4,6,3,6,5,2,6,2,2,7,2,6,2,6,2,6,1,6,3,6,3,81281
8129,0,0,4,5,6,2,7,3,5,2,4,1,1,1,1,1,7,1,4,1,1,1,1,7,4,1,1,1,1,1,4,3,1,1,2,3,1,1,81290
8129,0,3,6,6,6,4,6,2,4,1,4,4,5,2,4,1,2,5,4,1,1,4,6,6,4,1,1,1,4,1,1,4,4,1,1,4,1,1,81290
8129,1,0,2,4,7,5,7,7,1,7,4,7,7,7,4,7,7,3,1,7,7,7,7,1,1,7,5,7,7,2,1,7,7,5,5,1,4,7,81291
8129,1,3,1,4,7,6,7,6,1,3,NA,1,1,4,1,2,7,4,NA,3,7,6,7,1,1,1,7,1,7,NA,1,4,NA,1,4,6,NA,4,81291
8129,1,6,1,1,7,6,7,7,1,6,5,4,7,4,1,6,6,7,1,4,7,7,7,1,1,7,7,5,7,1,1,5,7,1,7,7,7,7,81291
8129,1,9,2,1,7,7,7,7,1,7,3,7,7,7,1,7,5,5,1,7,7,7,1,1,1,7,7,7,2,5,1,7,4,4,4,2,2,7,81291
8129,1,12,1,7,5,5,7,7,1,3,5,4,7,4,1,5,7,4,3,1,7,7,7,4,1,1,NA,4,7,1,4,6,NA,1,7,1,7,7,81291
8130,0,0,1,7,6,1,7,5,1,2,2,1,3,1,2,1,6,1,3,1,5,2,5,7,2,1,6,2,6,1,3,1,6,1,6,2,7,1,81300
8130,0,3,3,6,6,1,6,2,2,1,2,1,5,1,2,1,6,2,4,1,4,2,3,7,3,1,6,1,6,1,5,1,7,1,7,1,7,1,81300
8130,0,6,3,7,6,2,6,2,2,1,3,1,4,1,2,1,5,1,4,1,4,2,5,6,3,1,5,2,5,2,3,1,5,1,6,2,6,2,81300
8130,1,0,2,6,5,3,6,5,2,2,1,4,3,2,1,2,6,4,6,2,2,7,6,5,1,1,7,5,6,4,5,1,6,1,6,5,6,3,81301
8130,1,3,1,4,7,4,7,5,2,3,1,4,5,2,1,2,7,4,5,2,6,4,5,5,3,1,7,4,6,2,5,1,6,1,6,3,6,5,81301
8130,1,6,2,6,7,3,7,2,2,3,2,2,5,2,2,2,7,3,6,2,6,3,3,6,2,1,6,2,6,1,7,1,7,2,7,1,6,5,81301
8130,1,9,1,6,7,3,6,3,2,2,1,2,6,2,1,2,7,4,6,2,5,3,5,5,2,2,6,3,7,1,5,1,6,1,7,3,6,4,81301
8130,1,12,1,7,7,2,7,5,2,3,2,2,7,1,2,3,6,4,6,2,6,2,2,6,1,1,6,2,7,1,6,1,7,1,6,2,7,3,81301
8131,0,0,2,7,7,1,7,2,2,1,2,1,7,1,1,1,7,1,7,1,7,1,1,1,1,2,7,1,7,1,7,1,7,1,7,1,7,2,81310
8131,0,3,2,7,7,2,7,2,5,2,2,1,6,1,2,1,7,1,6,1,6,1,1,7,1,2,7,1,7,1,7,1,7,2,7,1,7,2,81310
8131,0,6,2,6,6,2,7,2,1,2,2,2,6,1,2,2,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,2,7,1,7,1,6,4,81310
8131,0,9,1,7,7,2,6,1,2,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,2,7,1,7,1,7,1,6,2,81310
8131,0,12,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,2,81310
8131,1,0,2,5,6,3,7,4,2,2,2,2,7,2,2,2,6,1,7,2,6,2,3,6,2,1,6,2,7,1,7,2,7,2,7,2,6,7,81311
8131,1,3,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81311
8131,1,6,1,2,7,2,7,1,1,2,1,1,7,1,1,2,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,3,81311
8131,1,9,2,6,7,2,7,2,2,2,3,2,7,1,1,2,6,1,7,1,7,1,1,7,2,1,6,1,6,1,6,1,6,1,7,2,6,4,81311
8131,1,12,1,7,7,1,6,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,6,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81311
8132,0,0,3,3,5,5,5,5,4,5,3,3,5,3,1,3,5,2,5,2,5,3,3,5,2,4,7,3,7,1,5,5,6,1,7,4,5,5,81320
8132,0,3,2,6,5,2,6,5,4,3,4,2,6,1,1,2,6,2,4,1,6,4,2,4,2,4,6,2,6,1,5,5,6,1,7,4,6,4,81320
8132,0,6,2,5,5,4,5,4,5,4,3,2,5,1,4,4,5,3,4,2,5,5,3,5,4,4,6,4,6,1,4,5,6,1,7,4,5,2,81320
8132,0,12,2,6,3,3,5,2,5,2,2,1,6,1,2,2,6,1,6,1,6,2,2,6,2,2,7,1,7,1,6,3,7,1,7,1,6,1,81320
8132,1,0,6,4,4,5,4,3,4,3,5,3,4,5,4,3,4,3,4,3,4,7,5,3,4,3,3,3,4,3,4,3,5,5,4,6,5,4,81321
8132,1,12,4,5,4,5,3,5,4,3,4,3,4,5,4,4,4,3,4,4,4,6,5,6,4,2,3,3,4,5,2,4,5,2,5,7,5,5,81321
8133,0,0,5,7,4,4,3,6,5,2,5,4,3,5,2,1,3,1,3,1,7,1,7,7,5,1,7,4,5,6,3,1,6,5,7,1,4,5,81330
8133,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81330
8133,1,0,4,3,6,4,4,2,2,5,2,4,3,4,2,3,4,5,3,4,5,4,5,4,3,4,3,5,5,5,3,4,6,2,6,6,4,4,81331
8133,1,3,4,2,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81331
8134,0,0,3,3,4,3,5,5,3,3,3,3,3,3,3,5,4,5,4,5,5,4,4,3,3,2,3,3,3,5,5,5,5,5,5,4,4,3,81340
8134,0,3,5,7,7,2,7,2,1,3,1,2,2,2,2,2,7,1,6,1,7,2,2,2,2,1,7,1,7,2,7,1,7,1,7,2,6,2,81340
8134,0,6,1,2,3,2,3,2,2,2,2,2,3,2,2,2,2,4,4,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,81340
8134,0,9,3,2,6,3,6,2,2,2,3,2,5,3,3,2,2,3,3,2,5,3,3,3,3,2,6,2,6,2,3,3,5,2,6,2,6,2,81340
8134,0,12,5,3,6,5,5,3,3,3,3,3,5,3,3,3,3,3,3,3,5,3,2,6,2,2,3,3,3,3,3,3,5,3,6,2,5,5,81340
8134,1,0,3,1,5,5,5,7,2,7,2,6,5,5,2,7,6,6,4,7,5,7,3,2,2,7,7,5,5,3,6,3,6,3,6,3,5,6,81341
8134,1,3,2,4,6,5,6,4,2,2,1,6,6,5,1,1,6,1,5,3,6,2,2,4,1,1,7,1,7,1,6,1,7,2,7,1,6,1,81341
8134,1,6,2,1,5,5,6,6,2,6,3,7,2,2,2,6,7,5,5,4,6,5,5,2,3,6,7,5,7,4,5,3,7,3,6,2,5,7,81341
8134,1,9,4,5,5,3,5,3,3,4,2,6,3,5,2,6,6,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,81341
8134,1,12,2,2,7,2,5,4,2,3,1,5,6,4,1,5,3,3,4,3,6,3,2,2,2,4,6,5,5,2,2,2,6,2,6,2,5,2,81341
8135,0,0,1,4,5,5,6,5,3,5,3,5,5,5,3,4,5,4,6,3,5,3,3,4,2,4,6,3,5,4,6,2,5,2,4,2,4,2,81350
8135,1,0,2,6,6,6,6,6,3,5,2,2,5,4,5,6,4,5,3,5,5,5,5,4,3,5,6,3,5,2,5,1,6,1,6,6,6,5,81351
8135,1,3,4,6,5,2,5,2,2,2,2,4,6,6,2,2,5,2,6,2,5,5,2,1,2,1,5,2,6,1,5,2,6,1,6,1,6,2,81351
8136,0,0,4,6,5,4,3,3,4,2,4,4,4,3,3,2,3,4,5,3,3,3,3,5,3,2,3,3,4,2,5,3,4,2,6,2,5,3,81360
8136,0,3,4,6,5,2,5,2,3,2,4,2,4,2,2,2,5,2,6,2,6,2,2,6,2,2,4,2,5,2,6,2,5,2,6,2,6,4,81360
8136,0,6,3,6,6,4,4,4,3,2,4,3,4,3,4,2,5,4,4,2,5,3,3,6,2,3,4,2,4,2,5,4,5,2,6,2,6,4,81360
8136,0,9,3,6,5,2,4,4,4,2,4,4,3,3,5,2,3,4,4,2,3,2,4,6,3,2,3,2,4,2,5,2,4,2,6,3,6,4,81360
8136,0,12,3,6,4,2,4,4,3,3,3,3,4,3,3,2,5,3,5,3,5,3,3,6,3,2,5,3,5,2,5,4,5,2,6,3,6,3,81360
8136,1,0,5,2,6,7,7,7,2,5,3,6,4,5,3,5,5,5,5,5,5,5,3,2,2,3,5,5,5,5,5,5,6,3,5,6,6,6,81361
8136,1,3,5,3,5,6,5,6,2,5,3,5,5,6,2,5,6,5,4,5,5,5,5,2,3,3,5,5,6,3,5,3,5,1,5,5,6,5,81361
8136,1,6,5,2,5,5,5,6,4,5,4,1,2,3,5,5,5,5,5,4,5,5,5,3,4,5,5,4,5,4,5,5,5,3,5,5,5,5,81361
8136,1,9,5,2,5,6,5,6,5,5,5,5,3,6,5,5,5,3,4,5,3,6,5,3,5,1,5,6,5,5,4,5,5,3,5,6,4,7,81361
8136,1,12,4,2,5,5,4,7,3,6,3,5,4,5,5,6,5,3,4,5,4,5,5,3,4,3,5,5,5,3,4,5,5,2,5,5,5,5,81361
8137,0,0,4,1,4,4,4,4,2,3,3,5,4,4,2,4,4,1,4,4,4,4,4,4,1,2,7,4,6,3,4,4,7,2,4,2,7,2,81370
8137,0,3,4,4,7,5,5,6,4,4,6,4,4,4,4,4,4,4,4,5,4,4,4,5,2,2,7,4,4,4,4,4,6,2,4,4,4,4,81370
8137,0,6,1,4,7,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81370
8137,0,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81370
8137,0,12,2,4,6,4,7,4,2,3,2,4,4,2,2,4,6,2,2,4,4,4,6,4,6,2,7,4,7,3,2,4,6,2,6,1,6,4,81370
8137,1,0,4,6,5,4,5,2,2,3,4,4,6,2,2,2,4,2,4,3,4,4,5,4,2,4,5,2,6,2,4,4,6,1,4,2,5,4,81371
8137,1,3,4,2,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,81371
8137,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81371
8137,1,9,4,6,5,4,6,4,4,4,4,5,3,5,4,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,81371
8137,1,12,4,1,3,5,2,7,2,7,3,4,4,4,2,7,2,4,1,7,2,7,2,2,3,6,2,5,3,7,2,7,3,4,5,4,1,4,81371
8138,0,0,1,3,7,5,7,7,3,6,2,4,7,5,5,5,6,5,7,7,7,5,5,3,2,2,7,5,6,5,5,5,6,6,4,3,4,5,81380
8138,0,3,2,5,7,4,7,5,1,5,1,6,7,5,1,5,7,3,5,5,7,5,5,4,2,2,7,6,6,5,5,5,6,5,5,3,4,3,81380
8138,0,6,3,6,7,5,7,6,3,3,1,5,5,6,2,2,5,2,5,5,5,5,3,3,2,3,5,6,5,5,5,3,5,5,5,3,5,2,81380
8138,0,9,1,6,7,3,7,5,1,3,1,5,7,6,1,2,7,3,5,5,7,5,1,5,1,2,6,5,6,5,5,3,7,5,5,2,5,3,81380
8138,0,12,2,3,6,3,6,5,3,3,2,3,5,5,3,3,2,3,5,3,6,3,3,5,3,3,6,5,6,3,5,3,6,3,3,3,5,4,81380
8138,1,0,1,1,6,7,2,6,2,6,2,2,2,1,2,6,6,2,4,3,5,3,2,2,2,5,7,2,7,1,5,1,7,1,7,6,6,7,81381
8138,1,3,3,5,3,5,3,4,5,5,2,2,4,2,4,4,6,2,5,3,4,3,3,5,2,3,6,2,6,1,5,2,6,2,5,2,5,5,81381
8138,1,6,3,5,5,3,4,3,4,3,3,2,4,1,2,2,5,1,4,2,4,2,3,5,2,2,5,1,5,1,4,1,5,1,5,4,5,4,81381
8138,1,9,1,1,7,4,5,1,2,3,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,5,81381
